trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trig,targ,type,trig_img,targ_img,final_c,new,num,instr,a,k,corr,lang,phase,key_resp_1.keys,key_resp_1.rt,gender,age,participant,language,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,space,1.742194912593277,,,001,,2019_Feb_14_0945,experiment2_b,3.0.0,60.13021461297978,
