trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,lists,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trig,targ,type,trig_img,targ_img,final_c,new,num,instr,a,k,corr,lang,phase,key_resp_1.keys,key_resp_1.rt,gender,age,language,group,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,space,1.0117590541558457,,,,,,,,,,
