lists,trig,targ,type,trig_img,targ_img,final_c,new,num,instr,a,k,corr,lang,phase,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_1.keys,key_resp_1.rt,key_resp_2.keys,key_resp_2.rt,gender,age,language,group,participant,date,expName,psychopyVersion,frameRate,
Lists/voicing.xlsx,musab,musapu,alt,Images/apple.jpg,Images/apple_pl.jpg,b,None,None,None,None,None,None,voicing,exposure,0,0,0,0,0,0,0,0,space,0.9126923720164086,,,,,,voicing,001,2019_Feb_13_0930,experiment2_b,3.0.0,60.05631810769823,
Lists/voicing.xlsx,samug,samuku,alt,Images/sleigh.jpg,Images/sleigh_pl.jpg,g,None,None,None,None,None,None,voicing,exposure,0,0,0,0,0,1,1,1,,,,,,,,voicing,001,2019_Feb_13_0930,experiment2_b,3.0.0,60.05631810769823,
Lists/voicing.xlsx,rinag,rinaku,alt,Images/pen.jpg,Images/pen_pl.jpg,g,None,None,None,None,None,None,voicing,exposure,0,0,0,0,0,2,2,2,,,,,,,,voicing,001,2019_Feb_13_0930,experiment2_b,3.0.0,60.05631810769823,
,,,,,,,,,,,,,,,,,,,,,,,,,space,0.8849441272136573,,,,,,,,,,
