trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trig,targ,type,trig_img,targ_img,final_c,new,num,instr,a,k,corr,lang,phase,key_resp_1.keys,key_resp_1.rt,gender,age,participant,language,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,space,2.166315128430142,,,001,,2019_Feb_14_1443,experiment2_b,3.0.3,60.093679096030684,
